user_id,event_type,event_time,product_id,amount,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,event_id,transaction_amount,session_duration,timestamp,session_id
U0132,checkout,2023-06-03 21:28,P016,2025.29,,,367.0,B,,132.0,,62.43,610.0,B,26.58,,B,93.34,815.0,A,91.62,982.0,A,14.38,958.0,C,33.52,201.0,A,56.39,,,,221.0,C,86.47,,A,71.6,,,,57.0,C,78.44,961.0,B,19.49,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0008,logout,2023-06-04 15:45,P021,640.92,B,57.96,643.0,,37.42,425.0,C,24.78,,A,2.24,949.0,,,259.0,B,25.11,418.0,A,87.24,502.0,C,77.51,724.0,A,54.0,187.0,B,,578.0,B,54.28,465.0,B,,140.0,B,,819.0,,91.46,838.0,B,27.26,931.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0346,login,2023-06-06 02:08,P019,1731.68,C,47.52,318.0,B,96.83,32.0,C,27.99,569.0,C,84.71,984.0,,10.96,,A,40.33,,B,11.85,,B,,79.0,,,561.0,C,70.39,143.0,A,55.83,,B,,420.0,A,45.86,868.0,B,11.08,,C,17.66,669.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0140,profile_update,2023-06-06 10:49,P009,,,,551.0,B,6.22,371.0,,39.68,408.0,B,50.91,823.0,B,24.08,754.0,,45.27,,,,349.0,C,,,,10.61,,C,23.82,117.0,A,99.93,,C,,500.0,C,,64.0,,,689.0,A,37.95,695.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0373,search,2023-06-02 10:38,P028,1823.95,B,76.58,548.0,C,,337.0,A,66.02,30.0,C,62.64,836.0,,67.18,781.0,B,29.92,547.0,B,34.63,604.0,,91.53,84.0,C,51.08,72.0,B,87.47,668.0,C,12.97,,,61.18,,A,84.35,129.0,A,,920.0,C,,257.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0224,profile_update,2023-06-05 02:11,P017,1540.9,B,45.53,614.0,C,,,A,59.45,970.0,A,51.9,174.0,A,,155.0,,,,,,862.0,B,29.53,253.0,A,35.03,738.0,B,84.13,99.0,A,44.84,785.0,B,5.15,359.0,,87.25,69.0,A,,307.0,B,67.43,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0039,page_view,2023-06-04 18:24,P021,,A,,,,24.11,,,56.89,509.0,B,,,,9.89,396.0,,47.54,517.0,B,87.83,31.0,B,,,B,34.61,723.0,C,59.43,159.0,B,54.3,,C,43.83,,B,49.41,910.0,A,13.49,720.0,,77.3,1.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0270,search,2023-06-06 01:57,P018,,C,26.47,728.0,,34.72,729.0,,22.73,824.0,C,45.74,205.0,C,30.13,827.0,,,61.0,C,,582.0,A,5.04,,B,43.09,15.0,A,28.83,453.0,A,69.5,615.0,A,8.12,,A,56.97,,C,75.39,71.0,C,49.71,845.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0104,logout,2023-06-06 19:36,P008,474.5,B,50.42,,,90.02,894.0,,37.26,408.0,A,51.72,,B,37.43,683.0,B,6.21,,B,51.38,399.0,A,,948.0,C,91.89,871.0,B,,194.0,B,44.27,970.0,,40.47,194.0,A,,139.0,C,,454.0,A,50.95,24.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0128,page_view,2023-06-05 02:22,P014,1670.62,B,24.22,,C,,826.0,,35.36,,C,,,C,90.99,,,,320.0,A,48.61,397.0,,71.6,,C,,,,70.85,,C,,,,46.05,825.0,,29.53,,A,,,A,71.34,299.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0382,logout,2023-06-03 00:46,P023,,A,15.97,213.0,,81.19,842.0,,91.71,710.0,A,19.71,266.0,A,33.68,,B,46.51,,C,16.29,631.0,A,58.8,858.0,C,39.87,386.0,,99.42,269.0,,64.57,667.0,A,,736.0,A,56.1,1.0,A,87.22,599.0,C,4.64,329.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0278,search,2023-06-04 20:04,P021,1011.1,,79.42,183.0,A,,,A,69.41,,,35.55,111.0,C,,468.0,,26.96,716.0,C,12.45,162.0,A,,523.0,,32.48,,A,5.05,,C,71.57,119.0,,63.35,221.0,A,48.59,920.0,A,58.96,,,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0081,wishlist_add,2023-06-03 02:51,P026,398.75,A,83.84,,,26.96,969.0,,,,C,96.8,,,55.29,,B,65.01,552.0,A,76.94,,A,63.96,316.0,,25.05,285.0,,,,,31.6,,C,14.05,628.0,C,27.18,857.0,C,,820.0,C,20.28,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0084,logout,2023-06-02 15:10,P018,,A,40.59,,A,20.89,,A,60.14,760.0,A,57.8,,C,32.07,,C,,361.0,A,,,B,,903.0,C,86.35,664.0,B,55.53,,C,3.6,895.0,C,,424.0,A,,,A,,,,21.37,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0232,logout,2023-06-01 19:22,P013,2743.59,A,,,B,9.82,,B,70.51,,B,90.47,581.0,,22.54,827.0,,,815.0,C,45.41,747.0,B,,,,8.64,800.0,,,,B,72.87,253.0,A,63.14,210.0,A,47.12,259.0,,82.24,,B,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0132,wishlist_add,2023-06-02 03:24,P013,1820.4,C,34.81,434.0,,,162.0,B,85.23,,B,11.65,963.0,A,30.55,,B,60.01,826.0,,15.81,254.0,,12.61,193.0,A,,942.0,A,,,A,96.39,563.0,,,973.0,C,,654.0,C,86.44,749.0,B,61.45,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0194,add_to_cart,2023-06-06 02:53,P017,,B,51.31,673.0,A,0.9,724.0,,70.21,636.0,B,41.9,241.0,A,19.06,223.0,C,,914.0,B,89.34,507.0,A,81.05,995.0,C,48.15,,A,,,A,,344.0,A,16.3,608.0,,,748.0,B,98.58,549.0,B,62.22,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0079,page_view,2023-06-05 16:45,P013,,B,75.94,,B,44.23,259.0,A,1.41,339.0,,,630.0,A,73.51,,,,,B,7.85,11.0,B,38.27,,B,48.84,971.0,,,848.0,B,,650.0,C,97.15,152.0,B,31.13,267.0,B,74.57,,C,,388.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0098,add_to_cart,2023-06-04 02:50,P027,223.63,B,,,,68.13,420.0,C,31.91,,,,,B,66.58,585.0,C,,762.0,A,,,B,92.13,32.0,,56.26,480.0,,99.45,655.0,A,,365.0,B,56.06,,C,,939.0,C,,,,89.99,364.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0317,logout,2023-06-03 02:39,P019,876.79,A,,36.0,A,99.59,551.0,C,,698.0,A,37.88,956.0,,,156.0,A,41.28,605.0,B,,931.0,,66.11,551.0,A,,,C,,,A,94.48,94.0,B,,,C,18.1,,A,,875.0,,9.32,972.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0092,wishlist_add,2023-06-05 23:56,P027,2411.61,B,,,A,51.89,,A,48.59,,A,16.0,603.0,C,6.61,345.0,B,,523.0,,7.29,836.0,A,,77.0,C,74.59,,A,43.75,,C,,,C,36.35,184.0,A,39.62,853.0,C,3.78,,,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0071,profile_update,2023-06-02 06:07,P006,,,63.39,605.0,,,459.0,B,80.71,,B,88.19,480.0,C,81.71,,C,3.97,,,97.51,,A,1.22,389.0,C,34.83,131.0,C,41.39,44.0,,,320.0,A,5.71,,C,7.45,,A,,577.0,,,122.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0275,logout,2023-06-04 06:04,P014,1347.97,,79.23,854.0,C,84.37,,B,,102.0,C,81.58,453.0,C,,209.0,B,66.07,,A,9.43,150.0,,83.58,942.0,B,,319.0,A,88.81,9.0,,52.56,423.0,B,,822.0,B,79.84,131.0,C,,,A,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0215,logout,2023-06-04 17:55,P021,,A,,334.0,A,69.78,,C,30.64,719.0,B,40.99,,,,844.0,,,616.0,B,77.53,,B,,768.0,A,,,,40.0,713.0,B,87.35,18.0,C,,134.0,A,21.7,710.0,A,10.67,234.0,A,30.54,726.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0281,logout,2023-06-05 13:02,P001,1003.65,A,,,,64.06,,A,36.24,838.0,C,47.75,58.0,,81.85,,,54.68,384.0,C,,976.0,,17.53,,A,,,B,,661.0,A,7.27,,B,83.38,680.0,B,81.13,706.0,B,36.25,721.0,C,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0030,logout,2023-06-06 19:34,P022,906.44,,,,B,,663.0,A,41.05,234.0,B,52.42,852.0,A,,732.0,B,,871.0,,49.43,724.0,B,7.52,779.0,C,,570.0,A,,755.0,A,76.35,722.0,C,64.59,187.0,B,,476.0,A,77.77,321.0,,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0114,profile_update,2023-06-03 21:35,P005,2196.32,C,,253.0,C,75.18,54.0,C,,,,39.36,931.0,B,15.93,400.0,B,,756.0,C,81.13,605.0,C,58.26,854.0,B,61.87,265.0,,,549.0,B,83.37,,B,,797.0,,,,B,23.06,288.0,A,96.41,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0194,search,2023-06-01 20:54,P007,2777.57,,,,,,,C,76.62,99.0,B,61.18,,B,,10.0,C,,,,,,B,,31.0,B,,,C,28.1,558.0,C,27.48,183.0,,30.65,567.0,,,,C,43.68,560.0,,,15.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0305,wishlist_add,2023-06-03 20:11,P006,368.42,B,95.58,340.0,B,32.89,540.0,B,97.23,,B,40.37,947.0,,,,,59.64,,,71.4,951.0,C,17.27,350.0,C,,754.0,B,,999.0,A,1.16,52.0,B,67.13,,B,,,,,202.0,C,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0243,add_to_cart,2023-06-06 08:54,P020,402.91,C,48.23,933.0,C,,514.0,A,43.63,219.0,,76.16,458.0,,,692.0,B,7.52,,,29.39,637.0,A,89.48,79.0,A,,451.0,C,,380.0,B,21.55,268.0,,,508.0,A,91.94,930.0,,64.59,2.0,,84.31,129.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0048,add_to_cart,2023-06-06 07:17,P024,,C,64.97,,A,,,,,123.0,C,,,A,21.22,271.0,B,76.98,635.0,A,,518.0,C,52.43,600.0,C,,845.0,,54.69,228.0,C,,,A,,,B,13.66,905.0,B,,516.0,C,76.3,256.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0143,checkout,2023-06-06 00:40,P021,,C,48.05,288.0,B,59.2,511.0,A,,693.0,,,127.0,C,69.97,736.0,C,6.13,177.0,B,17.87,947.0,C,,998.0,B,98.39,538.0,C,19.96,,B,84.1,375.0,C,99.32,702.0,C,,,B,37.0,,C,18.19,236.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0315,checkout,2023-06-02 16:36,P005,2021.23,C,3.37,119.0,A,19.76,,C,,,B,22.8,770.0,A,3.68,872.0,A,49.87,228.0,A,68.76,,C,7.9,,B,66.24,605.0,,35.78,552.0,C,18.53,,C,23.71,,C,65.1,,A,,685.0,B,80.84,601.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0292,checkout,2023-06-03 04:38,P017,1207.6,B,64.04,,A,,,C,,665.0,C,12.44,741.0,B,80.88,316.0,,96.76,630.0,A,,906.0,A,19.23,957.0,,58.18,,B,83.84,396.0,,94.54,,A,,,B,38.53,200.0,C,,293.0,C,30.19,187.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0195,page_view,2023-06-05 14:05,P015,2185.6,A,13.58,557.0,B,66.0,137.0,A,15.21,,C,1.55,743.0,A,,,B,80.4,840.0,,,846.0,B,28.67,352.0,A,66.99,108.0,B,37.88,414.0,,50.63,165.0,,39.19,718.0,A,68.57,,A,37.55,974.0,C,16.42,84.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0181,profile_update,2023-06-04 11:47,P026,,A,37.25,801.0,,2.74,109.0,B,44.7,,A,,188.0,B,60.88,795.0,B,,213.0,C,,129.0,C,,457.0,B,,622.0,,,505.0,B,45.04,763.0,A,44.23,17.0,,68.6,777.0,C,,616.0,B,16.65,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0289,wishlist_add,2023-06-01 08:28,P017,,B,4.4,858.0,B,93.08,909.0,C,,,C,,226.0,C,95.7,154.0,C,25.49,961.0,B,85.49,,B,0.57,,C,22.6,580.0,C,,,A,62.78,592.0,C,,,,82.36,137.0,A,95.83,658.0,C,,304.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0253,checkout,2023-06-06 14:20,P004,,,53.09,,,59.02,57.0,B,,133.0,B,35.43,,A,,986.0,,,305.0,A,,205.0,C,16.89,,B,11.25,,A,71.43,309.0,B,31.54,696.0,B,72.42,,,84.18,,,0.76,814.0,,57.31,475.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0265,profile_update,2023-06-06 08:50,P001,,,73.68,647.0,A,,674.0,B,72.96,255.0,B,76.0,962.0,B,27.0,51.0,,,988.0,,36.51,,C,81.93,137.0,C,32.82,,C,48.77,754.0,,,879.0,C,,,B,65.98,295.0,B,70.08,612.0,C,65.12,368.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0111,logout,2023-06-05 17:33,P028,2054.28,A,,512.0,,,425.0,C,,,B,,,B,0.06,525.0,A,89.32,215.0,C,63.72,515.0,C,42.79,488.0,B,,,A,57.87,602.0,,,616.0,,,990.0,,36.13,818.0,,59.64,678.0,C,,297.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0207,profile_update,2023-06-05 04:57,P003,593.27,,43.01,480.0,A,,,A,29.07,,,4.81,,A,,311.0,B,,871.0,A,64.4,314.0,A,35.68,774.0,,1.57,306.0,B,95.4,,A,,468.0,B,18.21,25.0,C,91.1,55.0,A,68.8,678.0,A,86.01,411.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0215,wishlist_add,2023-06-04 09:25,P015,1944.12,C,31.99,589.0,,78.14,865.0,,,587.0,,26.1,425.0,B,66.87,171.0,,28.5,281.0,B,28.33,544.0,,33.64,173.0,A,,,A,83.4,,,,318.0,C,68.19,862.0,,5.53,193.0,,,205.0,,97.51,218.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0207,add_to_cart,2023-06-06 05:33,P010,1031.94,C,59.43,163.0,,56.01,909.0,B,47.19,526.0,C,6.24,846.0,A,,,A,74.27,661.0,B,6.72,,C,89.2,,C,77.87,935.0,B,,545.0,C,78.89,,C,,,,,281.0,B,,388.0,C,37.24,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0386,profile_update,2023-06-04 21:05,P022,,A,88.66,278.0,B,59.21,980.0,,,,B,11.68,61.0,,17.59,939.0,,83.14,,B,48.38,910.0,C,,,A,,476.0,,52.33,568.0,A,0.16,486.0,B,82.83,653.0,A,,275.0,A,22.77,696.0,C,82.1,371.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0293,checkout,2023-06-04 23:02,P010,,B,87.2,883.0,B,,485.0,B,57.3,725.0,B,52.66,288.0,B,90.76,283.0,,,100.0,B,29.38,801.0,A,10.59,239.0,A,46.31,691.0,A,35.88,514.0,,33.85,135.0,B,99.17,,,,,B,,,,63.44,382.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0279,checkout,2023-06-06 02:28,P007,,B,,590.0,B,78.86,72.0,B,,453.0,C,88.27,,,,520.0,B,98.84,292.0,B,47.17,,A,52.05,30.0,C,9.9,91.0,A,45.02,224.0,B,31.16,,C,86.34,717.0,,,349.0,A,,316.0,,45.03,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0118,profile_update,2023-06-02 01:27,P004,,C,,912.0,,,430.0,A,72.39,870.0,B,84.98,556.0,B,87.6,882.0,A,32.61,389.0,,,753.0,,84.13,389.0,,36.66,,C,92.75,615.0,C,95.3,558.0,,79.2,809.0,C,,626.0,B,16.23,,,28.37,184.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0236,add_to_cart,2023-06-01 11:49,P001,,A,87.51,211.0,B,,,,82.4,,,43.63,,,47.32,744.0,,40.17,532.0,C,49.91,,C,0.93,,,75.55,589.0,,41.98,109.0,C,,715.0,A,63.09,93.0,C,48.16,,B,67.46,224.0,,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0392,logout,2023-06-05 22:30,P022,2580.84,,,131.0,A,68.23,,,86.0,,C,70.51,517.0,B,,210.0,A,,,C,72.29,,B,,450.0,,,,A,32.0,203.0,B,2.73,32.0,,62.26,387.0,C,80.47,660.0,B,87.53,916.0,C,,663.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0068,login,2023-06-06 13:15,P010,1247.75,B,87.61,664.0,B,,457.0,C,57.52,,A,77.57,702.0,C,,,A,,,B,73.79,,,,,,,624.0,B,,234.0,A,47.21,195.0,,96.17,,,40.85,230.0,,31.91,197.0,B,97.85,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0229,profile_update,2023-06-03 00:28,P003,,B,,229.0,C,34.32,321.0,C,16.92,300.0,,33.36,12.0,B,,377.0,A,,,A,,851.0,A,6.59,,B,,237.0,A,13.82,445.0,A,74.81,637.0,,5.68,650.0,C,55.32,890.0,B,51.17,,C,25.31,593.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0298,add_to_cart,2023-06-05 18:43,P020,2928.89,C,57.44,417.0,A,,930.0,C,61.92,,A,32.53,81.0,,,,B,,433.0,C,94.94,,C,,,B,46.01,189.0,,16.05,76.0,C,1.43,330.0,A,44.18,374.0,C,34.97,619.0,,24.62,,C,87.6,901.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0160,checkout,2023-06-04 08:25,P006,,A,,336.0,,83.15,181.0,,,711.0,A,,826.0,C,9.62,388.0,C,36.78,,C,99.45,,B,49.87,725.0,,76.85,,B,26.38,59.0,,,,A,31.0,,A,61.42,853.0,B,44.51,810.0,B,70.48,810.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0170,page_view,2023-06-06 15:04,P020,,C,77.46,318.0,C,47.67,607.0,A,63.3,569.0,C,41.83,,B,,428.0,B,93.02,633.0,C,,,A,12.49,20.0,C,73.97,,,,29.0,,37.99,976.0,C,98.28,,,56.59,121.0,,8.81,719.0,,47.64,555.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0074,profile_update,2023-06-05 12:48,P003,1470.82,A,82.7,576.0,B,68.89,,A,32.39,,B,23.75,7.0,,,,A,,481.0,B,,,C,56.75,368.0,,,407.0,A,32.49,749.0,B,77.76,,C,44.85,,C,46.94,,A,62.54,174.0,A,69.16,127.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0372,wishlist_add,2023-06-01 12:47,P027,2427.35,,,870.0,B,75.5,938.0,C,19.74,,C,,,,90.95,421.0,A,9.11,990.0,,,242.0,,75.3,,B,21.34,,A,81.65,,,20.02,701.0,C,,,C,10.05,516.0,A,45.19,,,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0033,logout,2023-06-04 23:15,P002,,,28.52,530.0,C,69.41,,,49.53,593.0,,89.05,558.0,A,,934.0,A,,401.0,C,38.45,758.0,,67.37,,,,,,,198.0,,,908.0,C,,59.0,A,70.02,827.0,C,94.78,,C,,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0366,login,2023-06-04 14:07,P017,,,,43.0,A,44.98,163.0,C,58.59,427.0,A,,241.0,A,41.27,,,,808.0,C,79.14,305.0,B,71.05,603.0,B,,949.0,,,,B,9.98,395.0,C,,,,,334.0,B,,,C,92.4,517.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0350,login,2023-06-04 21:45,P019,,A,43.06,445.0,C,88.56,205.0,,81.37,728.0,B,67.33,907.0,C,95.63,44.0,C,1.77,620.0,,,161.0,B,42.33,235.0,,,140.0,B,,811.0,C,57.79,78.0,,,383.0,,76.73,,C,76.24,410.0,A,80.2,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0247,add_to_cart,2023-06-06 02:06,P025,,,,241.0,,,187.0,A,14.49,143.0,A,25.84,108.0,C,48.55,,,,,A,,87.0,B,88.81,714.0,B,,411.0,B,6.3,908.0,,82.26,670.0,A,64.29,,C,,788.0,A,,,B,8.12,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0376,wishlist_add,2023-06-02 08:13,P025,,A,11.05,,,30.77,,B,34.4,,A,,452.0,A,75.6,629.0,,80.0,,B,43.1,420.0,B,,725.0,B,51.84,95.0,C,,350.0,B,3.19,,,74.58,965.0,A,18.65,553.0,A,,489.0,C,,204.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0347,page_view,2023-06-05 01:00,P005,,,20.89,542.0,C,98.81,,B,90.0,,A,78.32,,C,3.83,,,,507.0,B,20.84,290.0,,76.19,120.0,A,43.06,214.0,A,34.71,501.0,A,36.48,,,29.49,293.0,B,,282.0,B,,653.0,,40.55,698.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0186,page_view,2023-06-03 17:04,P023,1858.0,A,90.15,16.0,C,36.27,894.0,,51.62,572.0,A,22.36,572.0,B,53.0,987.0,,,,,96.76,806.0,C,86.07,,B,3.83,18.0,A,23.52,1.0,B,98.54,446.0,A,11.32,915.0,C,,,,82.85,190.0,,98.35,146.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0276,add_to_cart,2023-06-05 08:30,P014,,,80.33,818.0,B,,269.0,A,2.39,,B,51.03,,A,75.65,423.0,C,49.8,869.0,A,,603.0,B,,,A,99.1,,A,53.09,830.0,,20.44,,B,91.78,,,79.75,559.0,B,1.4,,,28.98,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0076,profile_update,2023-06-06 13:05,P021,1473.92,,,718.0,C,45.53,563.0,,,614.0,A,42.66,853.0,A,58.07,,B,37.85,,B,23.74,580.0,,,605.0,A,,408.0,,,,C,,996.0,,72.55,,A,,574.0,B,40.18,,A,11.37,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0222,login,2023-06-03 05:59,P003,602.12,C,,,A,,820.0,A,56.61,64.0,A,72.38,,,37.88,,,16.77,895.0,C,8.71,669.0,C,,96.0,C,21.3,523.0,B,83.0,44.0,,4.73,,,92.02,329.0,C,,389.0,C,46.15,356.0,B,6.64,272.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0243,profile_update,2023-06-06 11:08,P006,2994.65,B,4.79,,C,33.59,451.0,A,52.81,,,77.07,25.0,,31.71,395.0,A,69.76,846.0,B,23.9,563.0,A,,,B,36.28,798.0,C,52.36,,A,84.12,,,91.68,205.0,C,93.06,,A,85.95,,,99.36,478.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0239,checkout,2023-06-02 15:38,P030,,B,,,B,53.85,433.0,B,14.89,636.0,B,21.4,589.0,A,51.47,442.0,A,33.61,,A,67.33,232.0,B,33.77,985.0,B,54.79,632.0,A,47.78,747.0,C,77.59,,C,87.42,244.0,C,84.54,223.0,C,49.46,359.0,,71.03,552.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0241,login,2023-06-02 21:19,P003,,C,71.37,863.0,A,54.37,289.0,,37.19,287.0,C,,86.0,C,0.92,,B,31.77,754.0,C,50.06,,C,62.49,,C,39.29,95.0,B,29.04,24.0,A,,843.0,C,29.4,63.0,,,752.0,B,4.14,,,2.78,881.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0066,logout,2023-06-04 14:23,P026,,A,22.01,567.0,A,65.4,5.0,B,,915.0,A,,191.0,A,,937.0,,0.36,214.0,A,37.18,251.0,,13.48,904.0,A,74.69,598.0,B,45.31,292.0,B,,466.0,A,,613.0,C,,,C,37.06,448.0,C,,988.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0038,search,2023-06-03 15:19,P030,1080.93,A,,62.0,B,13.69,799.0,C,19.34,742.0,A,97.32,530.0,C,57.93,894.0,C,1.67,,B,27.15,127.0,A,47.37,746.0,C,38.77,,,,,B,17.26,627.0,,,168.0,,,511.0,,12.3,723.0,A,,498.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0106,checkout,2023-06-01 14:55,P004,748.52,A,98.8,542.0,B,33.49,992.0,A,49.29,,C,,,A,2.22,790.0,A,83.54,204.0,,58.49,269.0,A,73.35,819.0,,91.92,681.0,,64.04,,,18.41,151.0,B,38.65,842.0,A,15.66,556.0,A,85.51,,C,,291.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0103,add_to_cart,2023-06-02 21:35,P027,,B,36.22,472.0,B,73.76,92.0,,37.99,116.0,A,,262.0,C,86.65,,,50.64,619.0,C,13.43,432.0,C,,811.0,C,53.3,404.0,A,71.74,345.0,,,823.0,C,,676.0,B,95.75,145.0,B,,,,42.25,933.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0272,profile_update,2023-06-06 11:49,P027,,A,30.06,778.0,A,72.35,863.0,B,75.83,,B,,490.0,A,17.03,885.0,,89.75,,C,,,,,220.0,C,77.88,293.0,A,,,B,,266.0,A,,525.0,,,823.0,C,9.7,949.0,B,18.47,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0090,search,2023-06-04 02:52,P007,,,79.61,719.0,C,46.92,283.0,B,,798.0,,,997.0,C,3.9,,,79.9,,A,,,B,23.38,,C,9.38,630.0,A,3.64,675.0,B,32.19,916.0,A,,145.0,A,55.24,,A,44.15,692.0,,63.48,117.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0321,profile_update,2023-06-03 18:37,P008,1212.53,C,21.81,,B,89.11,,B,22.94,,A,11.39,291.0,,,,A,22.21,689.0,A,41.84,518.0,B,62.73,837.0,B,10.38,,,,150.0,B,,575.0,B,,,,51.88,619.0,,35.93,448.0,C,78.15,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0238,add_to_cart,2023-06-03 02:39,P015,,A,96.22,,A,75.34,397.0,B,52.97,288.0,C,,,,13.39,172.0,A,57.47,987.0,,,779.0,,3.18,27.0,,36.28,,,10.06,,B,,,A,7.17,542.0,C,54.25,671.0,A,57.44,677.0,,73.03,,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
U0317,page_view,2023-06-02 08:08,P018,1580.27,A,,,C,,978.0,,57.4,656.0,A,,174.0,C,3.12,543.0,A,65.76,252.0,B,58.72,641.0,B,96.72,891.0,B,,263.0,,,453.0,,,717.0,,,,C,,210.0,C,78.6,867.0,,,300.0,UNKNOWN,0.0,0.0,UNKNOWN,UNKNOWN
